entity:1kg_sub_sample_id	BAM_File_Path	BAM_File_Ref	BAM_INDEX_File_Ref	Sample
000d8958-abd4-4c0f-b16b-dabae2a973df	/bam_files/HG01965.mapped.ILLUMINA.bwa.PEL.low_coverage.20121211.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_85153a36-1d76-4c2d-90e4-682d55858e0e	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/1f7c3a89-78e1-4373-9cd9-90d11b683fa8/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/HG01965.mapped.ILLUMINA.bwa.PEL.low_coverage.20121211.bam.bai	HG01965
00130384-959c-4c08-8cc6-57ebf61746b9	/bam_files/HG01577.mapped.ILLUMINA.bwa.PEL.low_coverage.20120522.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_ac63ca59-ae34-46c9-8ee8-fb0be6bb6c96	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/8cbbe3db-9daa-4da2-b2c0-77d1856a7bdf/call-SamtoolsIndex/attempt-2/glob-6efbc60cb1e0959bab4e467327a9416c/HG01577.mapped.ILLUMINA.bwa.PEL.low_coverage.20120522.bam.bai	HG01577
003eadcc-06d8-4253-b39a-4a6a72a559b6	/bam_files/NA19625.mapped.ILLUMINA.bwa.ASW.low_coverage.20120522.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_ee63a3d5-a7ba-4580-a2ca-97bc3d9ca42c	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/8c22de9c-181f-4ea7-8a4f-26a63ee2b7e7/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/NA19625.mapped.ILLUMINA.bwa.ASW.low_coverage.20120522.bam.bai	NA19625
00643184-a15a-4e1c-bcbe-6260459acff7	/bam_files/HG03823.mapped.ILLUMINA.bwa.BEB.low_coverage.20121211.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_d24bc12d-2ca2-47aa-b2db-40db41aad898	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/79fd5d0f-c96c-4aad-87ba-5459c0481f6a/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/HG03823.mapped.ILLUMINA.bwa.BEB.low_coverage.20121211.bam.bai	HG03823
0065ff0b-53a4-4feb-b861-1e3c5b202deb	/bam_files/NA20756.mapped.ILLUMINA.bwa.TSI.low_coverage.20130422.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_e933d193-ece2-4f9d-90c6-e56857ae9ca1	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/2b8eed13-7f06-4983-be86-dd4addab67d7/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/NA20756.mapped.ILLUMINA.bwa.TSI.low_coverage.20130422.bam.bai	NA20756
007c3aea-5f02-44b5-9d80-ced0e16bfaab	/bam_files/NA18633.mapped.ILLUMINA.bwa.CHB.low_coverage.20130415.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_da42c63d-9c47-47ae-a72c-d9e5df6c49ea	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/fbb7df4d-45dd-43b4-8130-0724e26fb18a/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/NA18633.mapped.ILLUMINA.bwa.CHB.low_coverage.20130415.bam.bai	NA18633
008513d4-b62b-44ce-8223-ec90d5acb83f	/bam_files/HG00740.mapped.ILLUMINA.bwa.PUR.low_coverage.20120522.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_3f06e20a-e8fa-4359-b2c3-59499527a19c	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/b173efd4-98f3-4c29-8465-cd993dc47251/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/HG00740.mapped.ILLUMINA.bwa.PUR.low_coverage.20120522.bam.bai	HG00740
00860397-9a84-4a7e-83a8-1c47a88ff4aa	/bam_files/NA19090.mapped.ILLUMINA.bwa.JPT.low_coverage.20130415.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_fe3e3bea-675a-4bed-ae22-a440c5c523b2	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/65fe08ad-4af1-47c9-bbc0-fc3dad8a0daa/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/NA19090.mapped.ILLUMINA.bwa.JPT.low_coverage.20130415.bam.bai	NA19090
00d546c0-7bee-4f10-a996-5af6a150cf05	/bam_files/HG02600.mapped.ILLUMINA.bwa.PJL.low_coverage.20121211.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_0e72127f-cad0-4dc8-8b07-98f63f8c1974	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/fe82fa46-cebb-433d-acf5-595573eaca54/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/HG02600.mapped.ILLUMINA.bwa.PJL.low_coverage.20121211.bam.bai	HG02600
00d9fafd-956a-46cd-9b09-68c1036375d4	/bam_files/HG03731.mapped.ILLUMINA.bwa.ITU.low_coverage.20130415.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_971a8dd9-71a3-40b3-b890-0128a12cb76b	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/3afc949b-a752-4826-8a34-66796a482b41/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/HG03731.mapped.ILLUMINA.bwa.ITU.low_coverage.20130415.bam.bai	HG03731
01216654-e8f7-4243-b130-b08f6d8d4e38	/bam_files/HG01668.mapped.ILLUMINA.bwa.IBS.low_coverage.20120522.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_c83966e8-2dc9-415e-9fda-5aa3051cfe1e	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/7f6f243f-1157-4350-ad91-f41e7a0f73ea/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/HG01668.mapped.ILLUMINA.bwa.IBS.low_coverage.20120522.bam.bai	HG01668
0124a52c-8f33-4854-a655-5904ab691932	/bam_files/HG01602.mapped.ILLUMINA.bwa.IBS.low_coverage.20120522.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_416d163b-4aa3-43b1-a27d-25bb4111b11d	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/e0012c33-ae5a-48cc-93f4-d4a1533eb3dc/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/HG01602.mapped.ILLUMINA.bwa.IBS.low_coverage.20120522.bam.bai	HG01602
0166f6a2-daff-45d6-a4b0-156d889de3d3	/bam_files/NA20896.mapped.ILLUMINA.bwa.GIH.low_coverage.20120522.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_aca0c9a1-6c77-411d-ae1c-c7bf0bc2ec06	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/8fe87801-b860-4c46-a268-476e4e973a05/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/NA20896.mapped.ILLUMINA.bwa.GIH.low_coverage.20120522.bam.bai	NA20896
0170c4dc-ddf3-4e1a-bb6f-e887f21a39fa	/bam_files/HG01170.mapped.ILLUMINA.bwa.PUR.low_coverage.20120522.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_ea3c6dd7-c739-4584-b467-30c090cfe531	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/9bb7e635-e9c8-4551-a29b-0d37b34bf418/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/HG01170.mapped.ILLUMINA.bwa.PUR.low_coverage.20120522.bam.bai	HG01170
0196e8f3-6d43-4f9c-8aa4-52f89d9dc352	/bam_files/NA19026.mapped.ILLUMINA.bwa.LWK.low_coverage.20121211.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_32adb388-15f1-49b6-8581-620626ef6755	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/bafc0aad-a104-427a-a934-339e20ed3582/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/NA19026.mapped.ILLUMINA.bwa.LWK.low_coverage.20121211.bam.bai	NA19026
01bd6a85-4e0d-4081-970d-9c3ecc3dcede	/bam_files/HG02546.mapped.ILLUMINA.bwa.ACB.low_coverage.20130415.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_c2807d95-db89-465b-aa34-0628135d6353	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/b38cc438-aeae-420a-82d2-efbdc1031c0a/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/HG02546.mapped.ILLUMINA.bwa.ACB.low_coverage.20130415.bam.bai	HG02546
01cca905-8eb8-41e6-82c6-215308a9f464	/bam_files/HG00101.mapped.ILLUMINA.bwa.GBR.low_coverage.20130415.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_88c4e59f-6ab8-4d7c-b894-6097f4dfa8b1	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/ee9dab87-6422-47e8-bee0-2acd0cab8635/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/HG00101.mapped.ILLUMINA.bwa.GBR.low_coverage.20130415.bam.bai	HG00101
01f7df8f-6e1c-46ab-a059-3a4eea1d8a47	/bam_files/HG00463.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_cc78f648-2864-459b-95cd-05807af84eea	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/68a24365-127e-4fa6-b726-4ac496f082b2/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/HG00463.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam.bai	HG00463
02386934-b47c-4c36-8099-4356d29bfba7	/bam_files/HG03711.mapped.ILLUMINA.bwa.STU.low_coverage.20121211.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_ac3fb127-d738-4414-96f0-d6813e915703	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/e5959f1c-6a54-42fd-8558-0b835f6fd606/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/HG03711.mapped.ILLUMINA.bwa.STU.low_coverage.20121211.bam.bai	HG03711
0244a899-76a2-4090-93eb-6fb545bb2f73	/bam_files/NA12413.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_feeed8bb-4587-4180-b50b-59db86330c9a	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/87ef3a1e-898c-4ebb-b64e-f720eabf8342/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/NA12413.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam.bai	NA12413
024b8aca-b853-47a1-8c26-7705026fcf81	/bam_files/NA20811.mapped.ILLUMINA.bwa.TSI.low_coverage.20130415.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_a47de6a7-9b17-47fc-8166-badb1ea2e4cb	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/3fd7b422-818a-4b32-82a4-03e3245485f2/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/NA20811.mapped.ILLUMINA.bwa.TSI.low_coverage.20130415.bam.bai	NA20811
02648796-9be1-440c-a98f-29a02456928f	/bam_files/HG03224.mapped.ILLUMINA.bwa.MSL.low_coverage.20130415.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_ffb28470-fe22-46e0-bffa-0276beb132de	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/4b4da545-9afc-408b-9bff-0ce99f96fa37/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/HG03224.mapped.ILLUMINA.bwa.MSL.low_coverage.20130415.bam.bai	HG03224
02764770-a8a2-4f08-ad1f-668b58c9584a	/bam_files/NA20541.mapped.ILLUMINA.bwa.TSI.low_coverage.20130422.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_56bce257-b696-4051-831a-d784b413c220	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/1425b56f-3778-41d3-a94d-b0a168938e5c/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/NA20541.mapped.ILLUMINA.bwa.TSI.low_coverage.20130422.bam.bai	NA20541
027dece5-ae73-46ae-8559-36973c104ab8	/bam_files/NA19443.mapped.ILLUMINA.bwa.LWK.low_coverage.20120522.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_ad4e5ac5-0d10-41b4-887e-b1074a8779ac	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/41c3bf21-602e-47ff-b6b7-348474964222/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/NA19443.mapped.ILLUMINA.bwa.LWK.low_coverage.20120522.bam.bai	NA19443
027e24c8-d4a8-4803-a533-4c85ba2f754f	/bam_files/HG03451.mapped.ILLUMINA.bwa.MSL.low_coverage.20130415.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_b4b05754-b801-44b1-b492-b04e79c1c3d9	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/b43976c7-a935-4bf0-97eb-cefc469f7462/call-SamtoolsIndex/attempt-2/glob-6efbc60cb1e0959bab4e467327a9416c/HG03451.mapped.ILLUMINA.bwa.MSL.low_coverage.20130415.bam.bai	HG03451
0294976a-6530-42c3-a436-dee3f3217873	/bam_files/NA12716.mapped.ILLUMINA.bwa.CEU.low_coverage.20130422.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_fe794baf-be38-454a-a646-ff6e3e98f8c0	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/4781f396-926d-4702-a8e0-41b5c9bc403c/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/NA12716.mapped.ILLUMINA.bwa.CEU.low_coverage.20130422.bam.bai	NA12716
02a2a063-25cf-44d4-b685-7a7999e14ae6	/bam_files/HG02181.mapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_69f14bee-c11b-4998-b2c0-5a6525a9e24c	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/dbac4c2b-32f5-45bf-a136-ef4a253505cf/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/HG02181.mapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam.bai	HG02181
02b1f937-99da-47f8-aa3d-46459c7e31e6	/bam_files/NA20911.mapped.ILLUMINA.bwa.GIH.low_coverage.20120522.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_d8c01ca2-fa11-45df-aaf8-e9cb436bcdfb	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/f820d80b-0281-4580-9f20-b3af12b85347/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/NA20911.mapped.ILLUMINA.bwa.GIH.low_coverage.20120522.bam.bai	NA20911
02d10321-4796-41a3-bb45-41bb924f3ff4	/bam_files/HG01173.mapped.ILLUMINA.bwa.PUR.low_coverage.20120522.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_a6d16dac-42a2-4839-8956-d37c5e97c28e	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/73bc77f5-a1c0-4d99-b1e7-f461d7d7267a/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/HG01173.mapped.ILLUMINA.bwa.PUR.low_coverage.20120522.bam.bai	HG01173
02dc880f-6cbe-4a0f-ae8d-7e4aed0630ca	/bam_files/HG04014.mapped.ILLUMINA.bwa.ITU.low_coverage.20121211.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_cfaf2c73-d76c-4c9f-9eaf-ba02cf25965e	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/3e03548e-600e-4215-88cb-a177a7ef3b4d/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/HG04014.mapped.ILLUMINA.bwa.ITU.low_coverage.20121211.bam.bai	HG04014
031da073-9e1d-4e3c-9310-daccd101cf42	/bam_files/HG01915.mapped.ILLUMINA.bwa.ACB.low_coverage.20120522.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_5dd168d7-ec23-494f-8176-3e29096a7214	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/0130502c-ec66-49dc-8826-50fcfce30264/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/HG01915.mapped.ILLUMINA.bwa.ACB.low_coverage.20120522.bam.bai	HG01915
03bc8e80-70ad-4780-a7a7-2802ff47243d	/bam_files/NA20515.mapped.ILLUMINA.bwa.TSI.low_coverage.20130415.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_0b1c9b9d-9e05-4bdc-b1c6-0d1a056d5ae5	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/8b74f655-4760-49f6-802e-3ee7e5b4547e/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/NA20515.mapped.ILLUMINA.bwa.TSI.low_coverage.20130415.bam.bai	NA20515
03d5ae72-fdd8-41e2-a147-2c7e3a2af0d3	/bam_files/HG03867.mapped.ILLUMINA.bwa.ITU.low_coverage.20121211.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_32e0a9d4-bad2-4142-8126-3ec547e00108	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/96fe671a-7362-48a1-bddf-14f78a68e893/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/HG03867.mapped.ILLUMINA.bwa.ITU.low_coverage.20121211.bam.bai	HG03867
03df86b8-57cf-4ed0-a629-89d811fe9dd9	/bam_files/HG00118.mapped.ILLUMINA.bwa.GBR.low_coverage.20121211.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_80434653-3609-4564-808c-389462ced193	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/cb600b16-e319-4688-9c85-fedc6791de89/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/HG00118.mapped.ILLUMINA.bwa.GBR.low_coverage.20121211.bam.bai	HG00118
040775bb-4c23-4179-943b-46e9fc6c2358	/bam_files/HG03943.mapped.ILLUMINA.bwa.STU.low_coverage.20130415.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_a5630b7b-6667-49c1-a60d-c9cbcf158314	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/5061c69c-2e72-49f5-8b01-8203a9e2a114/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/HG03943.mapped.ILLUMINA.bwa.STU.low_coverage.20130415.bam.bai	HG03943
0425c016-4204-4e24-98fe-cfb406116d11	/bam_files/HG00113.mapped.ILLUMINA.bwa.GBR.low_coverage.20130415.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_467c59a4-fab8-4ba8-81c4-11e1b0430eee	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/63fb0a81-ae34-4c02-96a6-430be41842b9/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/HG00113.mapped.ILLUMINA.bwa.GBR.low_coverage.20130415.bam.bai	HG00113
04369d4d-51f3-4008-a720-8c9854d610fe	/bam_files/NA20853.mapped.ILLUMINA.bwa.GIH.low_coverage.20120522.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_4a121c7c-b4c7-4197-8fc8-2d8a83d2572d	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/99ba589e-88f5-4eb3-b406-078f27433ecb/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/NA20853.mapped.ILLUMINA.bwa.GIH.low_coverage.20120522.bam.bai	NA20853
045617e2-6471-4d9c-afe1-fc86407d765a	/bam_files/HG03300.mapped.ILLUMINA.bwa.ESN.low_coverage.20121211.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_903984fe-65ff-4d35-b506-ecc9e7c545f9	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/9d44c6db-9e82-4274-8532-ed55f7c17396/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/HG03300.mapped.ILLUMINA.bwa.ESN.low_coverage.20121211.bam.bai	HG03300
048671df-cb11-4866-a93d-c37bf4c97664	/bam_files/NA18620.mapped.ILLUMINA.bwa.CHB.low_coverage.20130415.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_ad9f7343-9251-470a-a1bb-f13017e9e32f	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/7aa4e7cc-1298-4e3a-97a3-51b49020e0eb/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/NA18620.mapped.ILLUMINA.bwa.CHB.low_coverage.20130415.bam.bai	NA18620
